tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,data_year,tourney_year,tourney_month,rank_diff,is_upset,w_1st_pct,l_1st_pct,w_bp_conv,w_bp_save
2018-560,US Open,Hard,G,2018-08-27,105,105932,Nikoloz Basilashvili,R,185.0,GEO,26.5,37.0,1152.0,105379,Aljaz Bedene,R,181.0,SLO,29.1,78.0,725.0,6-2 4-6 6-2 2-6 6-4,5,R128,195.0,4.0,7.0,140.0,85.0,57.0,27.0,22.0,9.0,14.0,22.0,8.0,148.0,74.0,56.0,31.0,22.0,10.0,17.0,2018,2018,8,41.0,0,0.6071428571428571,0.5,0.4117647058823529,0.6428571428571429
2018-560,US Open,Hard,G,2018-08-27,106,105550,Guido Pella,L,183.0,ARG,28.2,66.0,825.0,134770,Casper Ruud,R,183.0,NOR,19.6,143.0,401.0,6-4 6-4 6-1,5,R128,128.0,9.0,2.0,74.0,51.0,43.0,13.0,14.0,1.0,1.0,7.0,5.0,98.0,56.0,39.0,16.0,13.0,3.0,8.0,2018,2018,8,77.0,0,0.6891891891891891,0.5714285714285714,0.625,1.0
2018-560,US Open,Hard,G,2018-08-27,107,103893,Paolo Lorenzi,R,183.0,ITA,36.6,94.0,603.0,106378,Kyle Edmund,R,188.0,GBR,23.6,16.0,1935.0,4-6 6-4 7-5 6-1,5,R128,192.0,21.0,6.0,131.0,78.0,61.0,24.0,20.0,9.0,12.0,10.0,4.0,134.0,68.0,46.0,30.0,19.0,9.0,15.0,2018,2018,8,-78.0,1,0.5954198473282443,0.5074626865671642,0.4,0.75
2018-560,US Open,Hard,G,2018-08-27,108,106233,Dominic Thiem,R,185.0,AUT,24.9,9.0,3485.0,105806,Mirza Basic,R,188.0,BIH,27.1,81.0,713.0,6-3 6-1 6-4,5,R128,90.0,13.0,2.0,65.0,45.0,42.0,11.0,13.0,1.0,1.0,5.0,1.0,83.0,48.0,30.0,15.0,13.0,5.0,10.0,2018,2018,8,72.0,0,0.6923076923076923,0.5783132530120482,0.5,1.0
2018-560,US Open,Hard,G,2018-08-27,109,105449,Steve Johnson,R,188.0,USA,28.6,31.0,1340.0,104797,Denis Istomin,R,185.0,UZB,31.9,76.0,759.0,6-3 7-6(6) 6-3,5,R128,130.0,16.0,2.0,90.0,54.0,49.0,21.0,15.0,1.0,1.0,11.0,2.0,88.0,52.0,42.0,17.0,15.0,5.0,7.0,2018,2018,8,45.0,0,0.6,0.5909090909090909,0.2857142857142857,1.0
2018-560,US Open,Hard,G,2018-08-27,110,126203,Taylor Fritz,R,196.0,USA,20.8,74.0,780.0,104999,Mischa Zverev,L,190.0,GER,31.0,48.0,1030.0,4-6 2-6 6-4 7-6(2) 6-2,5,R128,228.0,18.0,13.0,176.0,97.0,66.0,36.0,25.0,14.0,22.0,16.0,8.0,147.0,72.0,52.0,33.0,24.0,6.0,14.0,2018,2018,8,-26.0,1,0.5511363636363636,0.4897959183673469,0.5714285714285714,0.6363636363636364
2018-560,US Open,Hard,G,2018-08-27,111,106186,Jason Kubler,R,178.0,AUS,25.2,98.0,578.0,105138,Roberto Bautista Agut,R,183.0,ESP,30.3,22.0,1650.0,6-3 6-3 6-4,5,R128,127.0,6.0,3.0,82.0,52.0,37.0,16.0,14.0,2.0,4.0,2.0,4.0,91.0,48.0,28.0,23.0,14.0,8.0,14.0,2018,2018,8,-76.0,1,0.6341463414634146,0.5274725274725275,0.42857142857142855,0.5
2018-560,US Open,Hard,G,2018-08-27,112,133430,Denis Shapovalov,L,185.0,CAN,19.3,28.0,1385.0,200000,Felix Auger Aliassime,R,193.0,CAN,18.0,117.0,480.0,7-5 5-7 4-1 RET,5,R128,149.0,4.0,9.0,99.0,54.0,38.0,17.0,14.0,8.0,13.0,3.0,8.0,85.0,53.0,28.0,17.0,15.0,7.0,14.0,2018,2018,8,89.0,0,0.5454545454545454,0.6235294117647059,0.5,0.6153846153846154
2018-560,US Open,Hard,G,2018-08-27,113,104312,Andreas Seppi,R,190.0,ITA,34.5,51.0,986.0,105023,Sam Querrey,R,198.0,USA,30.8,35.0,1225.0,6-7(6) 6-4 6-2 2-1 RET,5,R128,114.0,12.0,6.0,99.0,58.0,51.0,25.0,18.0,0.0,0.0,17.0,16.0,100.0,51.0,45.0,21.0,16.0,5.0,8.0,2018,2018,8,-16.0,1,0.5858585858585859,0.51,0.375,
2018-560,US Open,Hard,G,2018-08-27,114,104871,Jeremy Chardy,R,188.0,FRA,31.5,46.0,1040.0,126094,Andrey Rublev,R,188.0,RUS,20.8,38.0,1145.0,6-2 4-6 6-4 6-1,5,R128,148.0,12.0,13.0,118.0,70.0,55.0,21.0,18.0,8.0,11.0,5.0,13.0,112.0,57.0,41.0,18.0,17.0,7.0,14.0,2018,2018,8,-8.0,1,0.5932203389830508,0.5089285714285714,0.5,0.7272727272727273
2018-560,US Open,Hard,G,2018-08-27,115,104731,Kevin Anderson,R,203.0,RSA,32.2,5.0,4615.0,105992,Ryan Harrison,R,185.0,USA,26.3,53.0,980.0,7-6(4) 5-7 4-6 6-3 6-4,5,R128,254.0,28.0,7.0,185.0,108.0,83.0,43.0,28.0,9.0,11.0,15.0,6.0,149.0,85.0,68.0,42.0,26.0,9.0,11.0,2018,2018,8,48.0,0,0.5837837837837838,0.5704697986577181,0.18181818181818182,0.8181818181818182
2018-560,US Open,Hard,G,2018-08-27,116,105223,Juan Martin Del Potro,R,198.0,ARG,29.9,3.0,5500.0,105385,Donald Young,L,183.0,USA,29.0,246.0,222.0,6-0 6-3 6-4,5,R128,103.0,11.0,2.0,64.0,44.0,35.0,11.0,13.0,0.0,2.0,2.0,6.0,71.0,45.0,25.0,10.0,12.0,7.0,14.0,2018,2018,8,243.0,0,0.6875,0.6338028169014085,0.5,0.0
2018-560,US Open,Hard,G,2018-08-27,117,106045,Denis Kudla,R,180.0,USA,26.0,72.0,785.0,126610,Matteo Berrettini,R,196.0,ITA,22.3,57.0,909.0,6-4 7-5 6-2,5,R128,137.0,14.0,5.0,113.0,66.0,50.0,24.0,15.0,6.0,7.0,12.0,4.0,107.0,73.0,49.0,12.0,15.0,11.0,16.0,2018,2018,8,-15.0,1,0.584070796460177,0.6822429906542056,0.3125,0.8571428571428571
2018-560,US Open,Hard,G,2018-08-27,118,104918,Andy Murray,R,191.0,GBR,31.2,382.0,110.0,105902,James Duckworth,R,183.0,AUS,26.5,448.0,83.0,6-7(5) 6-3 7-5 6-3,5,R128,197.0,8.0,6.0,123.0,70.0,53.0,34.0,22.0,3.0,5.0,9.0,12.0,144.0,65.0,47.0,38.0,21.0,9.0,15.0,2018,2018,8,66.0,0,0.5691056910569106,0.4513888888888889,0.4,0.6
2018-560,US Open,Hard,G,2018-08-27,119,104269,Fernando Verdasco,L,188.0,ESP,34.7,32.0,1330.0,103852,Feliciano Lopez,L,188.0,ESP,36.9,63.0,850.0,6-2 7-5 6-4,5,R128,134.0,8.0,9.0,93.0,61.0,47.0,17.0,15.0,10.0,12.0,10.0,13.0,97.0,55.0,41.0,11.0,15.0,2.0,8.0,2018,2018,8,31.0,0,0.6559139784946236,0.5670103092783505,0.75,0.8333333333333334
2018-560,US Open,Hard,G,2018-08-27,120,106432,Borna Coric,R,188.0,CRO,21.7,20.0,1735.0,104252,Florian Mayer,R,190.0,GER,34.8,193.0,288.0,6-2 6-2 5-7 6-4,5,R128,146.0,17.0,2.0,118.0,76.0,61.0,21.0,19.0,8.0,10.0,6.0,0.0,105.0,71.0,43.0,18.0,19.0,4.0,10.0,2018,2018,8,173.0,0,0.6440677966101694,0.6761904761904762,0.6,0.8
2018-560,US Open,Hard,G,2018-08-27,121,106148,Roberto Carballes Baena,R,183.0,ESP,25.4,97.0,580.0,106283,Mitchell Krueger,R,188.0,USA,24.6,267.0,200.0,3-6 6-2 6-4 7-6(3),5,R128,195.0,4.0,4.0,138.0,89.0,71.0,22.0,20.0,10.0,12.0,11.0,1.0,105.0,66.0,49.0,21.0,19.0,4.0,7.0,2018,2018,8,170.0,0,0.644927536231884,0.6285714285714286,0.42857142857142855,0.8333333333333334
2018-560,US Open,Hard,G,2018-08-27,122,106421,Daniil Medvedev,R,198.0,RUS,22.5,36.0,1182.0,105539,Evgeny Donskoy,R,185.0,RUS,28.3,80.0,718.0,7-5 6-4 6-2,5,R128,122.0,17.0,3.0,79.0,56.0,50.0,12.0,15.0,0.0,0.0,0.0,4.0,97.0,61.0,42.0,18.0,15.0,9.0,13.0,2018,2018,8,44.0,0,0.7088607594936709,0.6288659793814433,0.3076923076923077,
2018-560,US Open,Hard,G,2018-08-27,123,126774,Stefanos Tsitsipas,R,193.0,GRE,20.0,15.0,2042.0,103990,Tommy Robredo,R,180.0,ESP,36.3,214.0,260.0,6-3 7-6(1) 6-4,5,R128,153.0,8.0,2.0,117.0,58.0,43.0,33.0,16.0,6.0,7.0,0.0,4.0,84.0,54.0,35.0,16.0,15.0,1.0,4.0,2018,2018,8,199.0,0,0.49572649572649574,0.6428571428571429,0.75,0.8571428571428571
2018-560,US Open,Hard,G,2018-08-27,124,104545,John Isner,R,208.0,USA,33.3,11.0,3200.0,105614,Bradley Klahn,L,183.0,USA,28.0,92.0,618.0,7-6(3) 6-3 6-4,5,R128,113.0,20.0,1.0,84.0,63.0,54.0,12.0,17.0,1.0,2.0,8.0,8.0,92.0,52.0,37.0,21.0,15.0,1.0,4.0,2018,2018,8,81.0,0,0.75,0.5652173913043478,0.75,0.5
2018-560,US Open,Hard,G,2018-08-27,125,111797,Nicolas Jarry,R,201.0,CHI,22.8,42.0,1063.0,105376,Peter Gojowczyk,R,188.0,GER,29.1,47.0,1038.0,7-6(4) 4-6 6-1 7-5,5,R128,155.0,21.0,7.0,126.0,76.0,63.0,25.0,21.0,9.0,11.0,12.0,15.0,127.0,72.0,60.0,18.0,20.0,3.0,7.0,2018,2018,8,5.0,0,0.6031746031746031,0.5669291338582677,0.5714285714285714,0.8181818181818182
2018-560,US Open,Hard,G,2018-08-27,126,111815,Cameron Norrie,L,188.0,GBR,23.0,67.0,824.0,111442,Jordan Thompson,R,183.0,AUS,24.3,108.0,520.0,7-5 4-6 6-4 6-3,5,R128,199.0,18.0,11.0,128.0,81.0,60.0,23.0,20.0,6.0,9.0,8.0,3.0,138.0,96.0,63.0,15.0,21.0,6.0,12.0,2018,2018,8,41.0,0,0.6328125,0.6956521739130435,0.5,0.6666666666666666
2018-560,US Open,Hard,G,2018-08-27,127,105583,Dusan Lajovic,R,183.0,SRB,28.1,62.0,865.0,106000,Damir Dzumhur,R,175.0,BIH,26.2,27.0,1475.0,3-6 6-1 6-3 6-4,5,R128,144.0,10.0,5.0,115.0,71.0,49.0,21.0,18.0,9.0,13.0,1.0,7.0,110.0,72.0,45.0,13.0,17.0,6.0,13.0,2018,2018,8,-35.0,1,0.6173913043478261,0.6545454545454545,0.5384615384615384,0.6923076923076923
2018-560,US Open,Hard,G,2018-08-27,128,105683,Milos Raonic,R,196.0,CAN,27.6,24.0,1575.0,104122,Carlos Berlocq,R,183.0,ARG,35.5,172.0,330.0,7-6(4) 6-4 1-6 6-3,5,R128,161.0,26.0,16.0,106.0,53.0,48.0,28.0,19.0,1.0,4.0,6.0,1.0,125.0,87.0,57.0,25.0,20.0,7.0,10.0,2018,2018,8,148.0,0,0.5,0.696,0.3,0.25
2018-560,US Open,Hard,G,2018-08-27,129,104468,Gilles Simon,R,183.0,FRA,33.6,40.0,1080.0,144750,Lloyd Harris,R,193.0,RSA,21.5,145.0,401.0,6-2 6-2 6-3,5,R128,138.0,5.0,3.0,78.0,42.0,29.0,25.0,13.0,2.0,3.0,12.0,7.0,118.0,63.0,40.0,19.0,12.0,17.0,23.0,2018,2018,8,105.0,0,0.5384615384615384,0.5338983050847458,0.2608695652173913,0.6666666666666666
2018-560,US Open,Hard,G,2018-08-27,130,200005,Ugo Humbert,L,188.0,FRA,20.1,139.0,411.0,123768,Collin Altamirano,R,188.0,USA,22.7,345.0,128.0,6-3 7-6(4) 6-3,5,R128,135.0,9.0,7.0,101.0,56.0,43.0,28.0,15.0,2.0,3.0,5.0,3.0,93.0,45.0,34.0,24.0,15.0,5.0,8.0,2018,2018,8,206.0,0,0.5544554455445545,0.4838709677419355,0.375,0.6666666666666666
2018-560,US Open,Hard,G,2018-08-27,131,104527,Stan Wawrinka,R,183.0,SUI,33.4,101.0,560.0,105777,Grigor Dimitrov,R,191.0,BUL,27.2,8.0,3790.0,6-3 6-2 7-5,5,R128,144.0,6.0,3.0,111.0,68.0,46.0,25.0,15.0,7.0,8.0,6.0,7.0,90.0,47.0,36.0,18.0,14.0,9.0,14.0,2018,2018,8,-93.0,1,0.6126126126126126,0.5222222222222223,0.35714285714285715,0.875
2018-560,US Open,Hard,G,2018-08-27,132,105227,Marin Cilic,R,198.0,CRO,29.9,7.0,4445.0,105657,Marius Copil,R,191.0,ROU,27.8,82.0,700.0,7-5 6-1 1-1 RET,5,R128,95.0,13.0,6.0,74.0,42.0,32.0,13.0,11.0,7.0,9.0,5.0,3.0,56.0,22.0,15.0,12.0,10.0,1.0,6.0,2018,2018,8,75.0,0,0.5675675675675675,0.39285714285714285,0.8333333333333334,0.7777777777777778
2018-560,US Open,Hard,G,2018-08-27,133,128034,Hubert Hurkacz,R,196.0,POL,21.5,109.0,515.0,105882,Stefano Travaglia,R,185.0,ITA,26.6,141.0,409.0,6-2 2-6 7-6(6) 3-0 RET,5,R128,155.0,13.0,4.0,103.0,60.0,46.0,23.0,16.0,5.0,7.0,12.0,14.0,122.0,60.0,46.0,27.0,15.0,7.0,11.0,2018,2018,8,32.0,0,0.5825242718446602,0.4918032786885246,0.36363636363636365,0.7142857142857143
2018-560,US Open,Hard,G,2018-08-27,134,200282,Alex De Minaur,R,183.0,AUS,19.5,45.0,1043.0,106121,Taro Daniel,R,191.0,JPN,25.5,64.0,834.0,6-0 6-1 6-2,5,R128,89.0,8.0,1.0,58.0,37.0,30.0,16.0,11.0,1.0,1.0,1.0,5.0,66.0,28.0,14.0,13.0,10.0,3.0,10.0,2018,2018,8,19.0,0,0.6379310344827587,0.42424242424242425,0.7,1.0
2018-560,US Open,Hard,G,2018-08-27,135,126207,Frances Tiafoe,R,188.0,USA,20.5,44.0,1055.0,105173,Adrian Mannarino,L,180.0,FRA,30.1,29.0,1365.0,6-1 6-4 4-6 6-4,5,R128,157.0,10.0,3.0,121.0,73.0,54.0,26.0,19.0,5.0,7.0,9.0,4.0,112.0,67.0,43.0,25.0,18.0,7.0,12.0,2018,2018,8,-15.0,1,0.6033057851239669,0.5982142857142857,0.4166666666666667,0.7142857142857143
2018-560,US Open,Hard,G,2018-08-27,136,103898,Julien Benneteau,R,185.0,FRA,36.6,60.0,891.0,106065,Marco Cecchinato,R,185.0,ITA,25.9,21.0,1734.0,2-6 7-6(5) 6-3 6-4,5,R128,200.0,24.0,9.0,154.0,80.0,61.0,37.0,20.0,14.0,17.0,23.0,8.0,128.0,77.0,58.0,24.0,20.0,5.0,8.0,2018,2018,8,-39.0,1,0.5194805194805194,0.6015625,0.375,0.8235294117647058
2018-560,US Open,Hard,G,2018-08-27,137,105526,Jan Lennard Struff,R,193.0,GER,28.3,58.0,905.0,105065,Tim Smyczek,R,175.0,USA,30.6,103.0,545.0,7-6(2) 6-4 6-3,5,R128,138.0,11.0,8.0,93.0,50.0,46.0,24.0,16.0,4.0,4.0,14.0,11.0,123.0,64.0,45.0,31.0,15.0,16.0,19.0,2018,2018,8,45.0,0,0.5376344086021505,0.5203252032520326,0.15789473684210525,1.0
2018-560,US Open,Hard,G,2018-08-27,138,104898,Robin Haase,R,191.0,NED,31.3,49.0,1010.0,111456,Mackenzie Mcdonald,R,178.0,USA,23.3,79.0,719.0,4-6 4-6 6-3 6-1 6-3,5,R128,182.0,14.0,8.0,134.0,76.0,67.0,29.0,23.0,2.0,4.0,13.0,8.0,135.0,80.0,56.0,30.0,22.0,5.0,10.0,2018,2018,8,30.0,0,0.5671641791044776,0.5925925925925926,0.5,0.5
2018-560,US Open,Hard,G,2018-08-27,139,105676,David Goffin,R,180.0,BEL,27.7,10.0,3435.0,105943,Federico Gaio,R,178.0,ITA,26.4,242.0,232.0,6-2 6-4 7-6(5),5,R128,140.0,7.0,2.0,93.0,54.0,37.0,25.0,15.0,3.0,5.0,7.0,8.0,124.0,67.0,43.0,28.0,15.0,12.0,17.0,2018,2018,8,232.0,0,0.5806451612903226,0.5403225806451613,0.29411764705882354,0.6
2018-560,US Open,Hard,G,2018-08-27,140,106043,Diego Schwartzman,R,170.0,ARG,26.0,13.0,2380.0,105643,Federico Delbonis,L,193.0,ARG,27.8,111.0,510.0,6-2 7-6(6) 6-2,5,R128,161.0,1.0,3.0,99.0,52.0,37.0,27.0,15.0,3.0,5.0,3.0,4.0,105.0,59.0,31.0,23.0,14.0,7.0,13.0,2018,2018,8,98.0,0,0.5252525252525253,0.5619047619047619,0.46153846153846156,0.6
2018-560,US Open,Hard,G,2018-08-27,141,144719,Jaume Munar,R,183.0,ESP,21.3,85.0,670.0,105074,Ruben Bemelmans,L,183.0,BEL,30.6,128.0,445.0,5-7 6-3 7-6(3) 2-6 6-1,5,R128,238.0,15.0,12.0,187.0,112.0,75.0,40.0,24.0,15.0,19.0,13.0,10.0,148.0,87.0,58.0,34.0,24.0,9.0,13.0,2018,2018,8,43.0,0,0.5989304812834224,0.5878378378378378,0.3076923076923077,0.7894736842105263
2018-560,US Open,Hard,G,2018-08-27,142,104792,Gael Monfils,R,193.0,FRA,31.9,39.0,1115.0,105487,Facundo Bagnis,L,183.0,ARG,28.4,149.0,386.0,7-6(4) 3-6 6-0 6-0,5,R128,128.0,12.0,6.0,113.0,75.0,55.0,20.0,18.0,4.0,7.0,6.0,4.0,93.0,57.0,36.0,15.0,16.0,1.0,8.0,2018,2018,8,110.0,0,0.6637168141592921,0.6129032258064516,0.875,0.5714285714285714
2018-560,US Open,Hard,G,2018-08-27,143,105453,Kei Nishikori,R,178.0,JPN,28.6,19.0,1755.0,109739,Maximilian Marterer,L,188.0,GER,23.2,50.0,997.0,6-2 6-2 6-3,5,R128,102.0,4.0,1.0,56.0,31.0,27.0,21.0,12.0,0.0,0.0,6.0,3.0,93.0,58.0,31.0,16.0,13.0,7.0,13.0,2018,2018,8,31.0,0,0.5535714285714286,0.6236559139784946,0.46153846153846156,
2018-560,US Open,Hard,G,2018-08-27,144,105051,Matthew Ebden,R,188.0,AUS,30.7,54.0,969.0,105936,Filip Krajinovic,R,185.0,SRB,26.4,33.0,1314.0,7-6(1) 6-7(5) 4-6 6-1 4-1 RET,5,R128,218.0,19.0,16.0,173.0,92.0,66.0,41.0,23.0,16.0,21.0,12.0,10.0,155.0,81.0,53.0,34.0,23.0,8.0,16.0,2018,2018,8,-21.0,1,0.5317919075144508,0.5225806451612903,0.5,0.7619047619047619
2018-560,US Open,Hard,G,2018-08-27,145,104259,Philipp Kohlschreiber,R,178.0,GER,34.8,34.0,1235.0,105870,Yannick Hanfmann,R,193.0,GER,26.7,129.0,442.0,7-6(3) 5-7 6-4 6-4,5,R128,202.0,13.0,6.0,154.0,93.0,70.0,35.0,22.0,7.0,8.0,9.0,7.0,146.0,85.0,66.0,31.0,22.0,10.0,12.0,2018,2018,8,95.0,0,0.6038961038961039,0.5821917808219178,0.16666666666666666,0.875
2018-560,US Open,Hard,G,2018-08-27,146,103917,Nicolas Mahut,R,191.0,FRA,36.5,131.0,433.0,144895,Corentin Moutet,L,180.0,FRA,19.3,112.0,502.0,6-2 7-5 5-7 6-4,5,R128,203.0,6.0,5.0,126.0,73.0,47.0,29.0,21.0,9.0,14.0,5.0,14.0,130.0,82.0,57.0,16.0,21.0,4.0,12.0,2018,2018,8,-19.0,1,0.5793650793650794,0.6307692307692307,0.6666666666666666,0.6428571428571429
2018-560,US Open,Hard,G,2018-08-27,147,100644,Alexander Zverev,R,198.0,GER,21.3,4.0,4845.0,105166,Peter Polansky,R,180.0,CAN,30.1,119.0,468.0,6-2 6-1 6-2,5,R128,96.0,10.0,2.0,64.0,40.0,33.0,15.0,12.0,0.0,0.0,5.0,4.0,75.0,42.0,25.0,12.0,11.0,7.0,13.0,2018,2018,8,115.0,0,0.625,0.56,0.46153846153846156,
2018-560,US Open,Hard,G,2018-08-27,148,104925,Novak Djokovic,R,188.0,SRB,31.2,6.0,4445.0,105916,Marton Fucsovics,R,188.0,HUN,26.5,41.0,1072.0,6-3 3-6 6-4 6-0,5,R128,179.0,4.0,3.0,105.0,62.0,46.0,24.0,17.0,3.0,5.0,3.0,5.0,106.0,65.0,43.0,17.0,17.0,7.0,13.0,2018,2018,8,35.0,0,0.5904761904761905,0.6132075471698113,0.46153846153846156,0.6
2018-560,US Open,Hard,G,2018-08-27,149,105815,Tennys Sandgren,R,188.0,USA,27.0,61.0,876.0,104678,Viktor Troicki,R,193.0,SRB,32.5,102.0,552.0,6-3 6-4 6-2,5,R128,105.0,6.0,5.0,78.0,41.0,30.0,25.0,14.0,1.0,2.0,5.0,4.0,85.0,53.0,39.0,9.0,13.0,6.0,11.0,2018,2018,8,41.0,0,0.5256410256410257,0.6235294117647059,0.45454545454545453,0.5
2018-560,US Open,Hard,G,2018-08-27,150,111513,Laslo Djere,R,188.0,SRB,23.2,89.0,636.0,104919,Leonardo Mayer,R,188.0,ARG,31.2,43.0,1061.0,6-4 6-4 4-6 2-1 RET,5,R128,147.0,8.0,6.0,102.0,48.0,36.0,27.0,17.0,6.0,10.0,5.0,9.0,96.0,62.0,42.0,13.0,16.0,1.0,7.0,2018,2018,8,-46.0,1,0.47058823529411764,0.6458333333333334,0.8571428571428571,0.6
2018-560,US Open,Hard,G,2018-08-27,151,104755,Richard Gasquet,R,183.0,FRA,32.1,25.0,1535.0,105216,Yuichi Sugita,R,173.0,JPN,29.9,91.0,625.0,6-3 6-1 6-3,5,R128,103.0,10.0,5.0,81.0,50.0,38.0,19.0,13.0,2.0,2.0,10.0,6.0,67.0,33.0,26.0,12.0,12.0,2.0,7.0,2018,2018,8,66.0,0,0.6172839506172839,0.4925373134328358,0.7142857142857143,1.0
2018-560,US Open,Hard,G,2018-08-27,152,106298,Lucas Pouille,R,185.0,FRA,24.5,17.0,1915.0,120424,Yannick Maden,R,185.0,GER,28.8,125.0,452.0,7-6(6) 6-2 7-5,5,R128,151.0,15.0,5.0,110.0,69.0,47.0,24.0,16.0,3.0,5.0,2.0,1.0,109.0,72.0,46.0,15.0,16.0,6.0,11.0,2018,2018,8,108.0,0,0.6272727272727273,0.6605504587155964,0.45454545454545453,0.6
2018-560,US Open,Hard,G,2018-08-27,153,104571,Marcos Baghdatis,R,183.0,CYP,33.1,93.0,615.0,104022,Mikhail Youzhny,R,183.0,RUS,36.1,106.0,521.0,6-4 6-4 2-6 3-1 RET,5,R128,163.0,8.0,7.0,98.0,48.0,34.0,23.0,16.0,4.0,8.0,3.0,7.0,107.0,57.0,41.0,21.0,16.0,4.0,9.0,2018,2018,8,13.0,0,0.4897959183673469,0.5327102803738317,0.5555555555555556,0.5
2018-560,US Open,Hard,G,2018-08-27,154,105311,Joao Sousa,R,185.0,POR,29.4,68.0,816.0,104719,Marcel Granollers,R,191.0,ESP,32.3,107.0,521.0,6-2 6-2 6-3,5,R128,114.0,4.0,2.0,85.0,47.0,33.0,24.0,13.0,8.0,10.0,10.0,12.0,74.0,35.0,23.0,14.0,12.0,5.0,12.0,2018,2018,8,39.0,0,0.5529411764705883,0.47297297297297297,0.5833333333333334,0.8
2018-560,US Open,Hard,G,2018-08-27,155,105807,Pablo Carreno Busta,R,188.0,ESP,27.1,12.0,2425.0,104291,Malek Jaziri,R,185.0,TUN,34.6,59.0,904.0,7-5 6-2 6-2,5,R128,112.0,4.0,0.0,76.0,48.0,38.0,19.0,14.0,1.0,2.0,5.0,6.0,84.0,47.0,31.0,15.0,14.0,1.0,7.0,2018,2018,8,47.0,0,0.631578947368421,0.5595238095238095,0.8571428571428571,0.5
2018-560,US Open,Hard,G,2018-08-27,156,104926,Fabio Fognini,R,178.0,ITA,31.2,14.0,2190.0,111581,Michael Mmoh,R,188.0,USA,20.6,120.0,464.0,4-6 6-2 6-4 7-6(4),5,R128,193.0,10.0,7.0,123.0,62.0,49.0,33.0,21.0,5.0,8.0,8.0,4.0,130.0,85.0,59.0,17.0,20.0,5.0,10.0,2018,2018,8,106.0,0,0.5040650406504065,0.6538461538461539,0.5,0.625
2018-560,US Open,Hard,G,2018-08-27,157,105357,John Millman,R,183.0,AUS,29.2,55.0,963.0,202385,Jenson Brooksby,R,188.0,USA,17.8,1229.0,5.0,6-4 6-2 6-0,5,R128,109.0,6.0,3.0,58.0,32.0,29.0,17.0,12.0,1.0,2.0,0.0,0.0,87.0,56.0,25.0,15.0,12.0,10.0,17.0,2018,2018,8,1174.0,0,0.5517241379310345,0.6436781609195402,0.4117647058823529,0.5
2018-560,US Open,Hard,G,2018-08-27,158,105062,Mikhail Kukushkin,R,183.0,KAZ,30.6,84.0,681.0,111511,Noah Rubin,R,175.0,USA,22.5,135.0,418.0,6-3 6-1 4-6 7-6(3),5,R128,158.0,11.0,3.0,108.0,67.0,55.0,17.0,19.0,2.0,6.0,2.0,7.0,107.0,59.0,38.0,24.0,19.0,1.0,8.0,2018,2018,8,51.0,0,0.6203703703703703,0.5514018691588785,0.875,0.3333333333333333
2018-560,US Open,Hard,G,2018-08-27,159,111202,Hyeon Chung,R,188.0,KOR,22.2,23.0,1630.0,105575,Ricardas Berankis,R,175.0,LTU,28.1,104.0,540.0,4-6 7-6(6) 6-0 2-0 RET,5,R128,158.0,5.0,1.0,103.0,69.0,44.0,19.0,16.0,7.0,11.0,8.0,11.0,104.0,58.0,40.0,15.0,15.0,3.0,10.0,2018,2018,8,81.0,0,0.6699029126213593,0.5576923076923077,0.7,0.6363636363636364
2018-560,US Open,Hard,G,2018-08-27,160,106401,Nick Kyrgios,R,193.0,AUS,23.3,30.0,1345.0,105430,Radu Albot,R,175.0,MDA,28.7,95.0,598.0,7-5 2-6 6-4 6-2,5,R128,140.0,25.0,14.0,129.0,74.0,55.0,26.0,19.0,12.0,15.0,8.0,8.0,105.0,71.0,50.0,16.0,19.0,3.0,8.0,2018,2018,8,65.0,0,0.5736434108527132,0.6761904761904762,0.625,0.8
2018-560,US Open,Hard,G,2018-08-27,161,105732,Pierre Hugues Herbert,R,188.0,FRA,27.4,75.0,764.0,106026,Yuki Bhambri,R,185.0,IND,26.1,96.0,582.0,6-3 7-6(3) 7-5,5,R128,149.0,13.0,6.0,108.0,61.0,48.0,20.0,17.0,6.0,10.0,0.0,6.0,121.0,81.0,49.0,17.0,16.0,8.0,14.0,2018,2018,8,21.0,0,0.5648148148148148,0.6694214876033058,0.42857142857142855,0.6
2018-560,US Open,Hard,G,2018-08-27,162,105332,Benoit Paire,R,196.0,FRA,29.3,56.0,955.0,110602,Dennis Novak,R,183.0,AUT,24.9,140.0,409.0,7-6(6) 3-6 7-5 7-6(5),5,R128,185.0,21.0,8.0,151.0,87.0,64.0,27.0,23.0,5.0,12.0,5.0,12.0,155.0,89.0,58.0,34.0,22.0,7.0,14.0,2018,2018,8,84.0,0,0.5761589403973509,0.5741935483870968,0.5,0.4166666666666667
