player,hard_wins,hard_losses,hard_total,hard_win_pct,avg_aces,avg_df,avg_bp_conv,avg_bp_save,avg_1st_pct,recent_form_pct,uso_wins,uso_win_pct,atp_rank,atp_points,rank_score,uso_score,power_rank
Emilio Gomez,11.0,19.0,30.0,0.36666666666666664,6.181818181818182,2.1818181818181817,0.4878197560015742,0.7375541125541125,0.6070045202638386,0.5,,0.5,999.0,0.0,0.0,0.327935360094451,120
Illya Marchenko,24.0,32.0,56.0,0.42857142857142855,6.25,4.0,0.49333624465203413,0.7040885040885041,0.5751097696481539,0.3,4.0,0.6666666666666666,999.0,0.0,0.0,0.327014094579884,121
Jared Donaldson,38.0,44.0,82.0,0.4634146341463415,6.921052631578948,3.8947368421052633,0.4988533110672699,0.5798733129615483,0.5372693883360459,0.4,3.0,0.5,999.0,0.0,0.0,0.3247899897380263,122
James Duckworth,45.0,68.0,113.0,0.39823008849557523,8.822222222222223,2.088888888888889,0.49124338624338626,0.6742266992266993,0.5813949144832058,0.1,2.0,0.2,79.0,762.0,0.3858267716535433,0.32357905789346103,123
John Millman,87.0,95.0,182.0,0.47802197802197804,5.183908045977011,1.8045977011494252,0.48917833537509,0.5916762287244215,0.6234223704648368,0.4,7.0,0.4666666666666667,999.0,0.0,0.0,0.3235482227104701,124
Ilya Ivashka,60.0,56.0,116.0,0.5172413793103449,6.8,2.816666666666667,0.49507795445295444,0.6603654731013222,0.6250993750030276,0.3,5.0,0.5,999.0,0.0,0.0,0.32208251620530004,125
Otto Virtanen,9.0,11.0,20.0,0.45,10.0,3.111111111111111,0.37211199294532626,0.8166666666666667,0.6042088211004365,0.5,1.0,0.3333333333333333,999.0,0.0,0.0,0.32193893298059967,126
Dominik Koepfer,36.0,41.0,77.0,0.4675324675324675,5.972222222222222,3.4444444444444446,0.43131097297763965,0.673019649036085,0.6302823571590146,0.4,4.0,0.4444444444444444,999.0,0.0,0.0,0.3187663146504698,127
Christopher Oconnell,34.0,48.0,82.0,0.4146341463414634,9.823529411764707,1.8529411764705883,0.43237902524234706,0.7577559188613955,0.6148827509765835,0.4,4.0,0.5,999.0,0.0,0.0,0.318165283790553,128
Bernard Tomic,66.0,53.0,119.0,0.5546218487394958,10.712121212121213,1.4848484848484849,0.47011524571685,0.7130002511150052,0.6554229577490308,0.3,2.0,0.4,999.0,0.0,0.0,0.3178112370264667,129
Viktor Durasovic,8.0,16.0,24.0,0.3333333333333333,6.0,2.5,0.43553364527629235,0.7459415584415584,0.6412682040026126,0.5,,0.5,999.0,0.0,0.0,0.3174070935192259,130
Feliciano Lopez,75.0,90.0,165.0,0.45454545454545453,14.546666666666667,3.8666666666666667,0.42082943204833884,0.7453320092908193,0.5775823015011452,0.3,9.0,0.5625,999.0,0.0,0.0,0.3163194357033215,131
Juncheng Shang,25.0,26.0,51.0,0.49019607843137253,4.12,2.08,0.4097143118319589,0.6619314260618608,0.6062955021321321,0.2,2.0,0.6666666666666666,999.0,0.0,0.0,0.31613130650253407,132
Sebastian Ofner,16.0,19.0,35.0,0.45714285714285713,10.125,1.9375,0.4896712662337662,0.7571428571428572,0.6056446776232166,0.4,1.0,0.3333333333333333,124.0,518.0,0.03149606299212604,0.3160752393521833,133
Alex Bolt,13.0,22.0,35.0,0.37142857142857144,7.769230769230769,2.923076923076923,0.4716394716394717,0.48686868686868684,0.5948993848533296,0.5,,0.5,999.0,0.0,0.0,0.3157825507825508,134
Cedrik Marcel Stebe,9.0,16.0,25.0,0.36,6.444444444444445,3.3333333333333335,0.3992768306493797,0.6088383838383838,0.6226477134417855,0.5,2.0,0.5,999.0,0.0,0.0,0.3154057607243882,135
Thanasi Kokkinakis,60.0,67.0,127.0,0.47244094488188976,11.75,2.6,0.46522630147630145,0.7189255189255189,0.6288006052529873,0.5,2.0,0.25,999.0,0.0,0.0,0.31481782724056345,136
Mikhail Kukushkin,76.0,95.0,171.0,0.4444444444444444,3.3421052631578947,1.2763157894736843,0.5249895474895475,0.6317048757189602,0.6239185062258619,0.3,9.0,0.5625,999.0,0.0,0.0,0.31332083227153645,137
Richard Gasquet,137.0,108.0,245.0,0.5591836734693878,5.9489051094890515,2.204379562043796,0.4731926409309406,0.6439258658008657,0.6206064746390482,0.2,9.0,0.5,999.0,0.0,0.0,0.3106518437039373,138
Rajeev Ram,11.0,17.0,28.0,0.39285714285714285,7.2727272727272725,2.909090909090909,0.4783910533910534,0.7615367965367965,0.6639943224730399,0.5,1.0,0.3333333333333333,999.0,0.0,0.0,0.31021067821067827,139
Liam Broady,11.0,13.0,24.0,0.4583333333333333,4.090909090909091,1.8181818181818181,0.5601289827225656,0.6366666666666666,0.5997301759557345,0.3,,0.5,999.0,0.0,0.0,0.3094231158027949,140
Laslo Djere,44.0,69.0,113.0,0.3893805309734513,8.590909090909092,3.090909090909091,0.47125834281582946,0.6759398720937182,0.6261148325531173,0.5,4.0,0.36363636363636365,999.0,0.0,0.0,0.3092504980342948,141
Egor Gerasimov,49.0,43.0,92.0,0.532608695652174,9.83673469387755,3.142857142857143,0.4191239377796609,0.7012224517906337,0.6576093044985616,0.3,2.0,0.4,999.0,0.0,0.0,0.3091694933915582,142
Mischa Zverev,42.0,60.0,102.0,0.4117647058823529,6.595238095238095,2.5,0.5138604392806073,0.6914590784172827,0.6704461040416411,0.3,4.0,0.5714285714285714,999.0,0.0,0.0,0.30892143806976846,143
Tatsuma Ito,8.0,18.0,26.0,0.3076923076923077,3.625,2.75,0.5418574846206425,0.5970238095238095,0.5862301792008883,0.5,,0.5,999.0,0.0,0.0,0.3088671416302995,144
Darian King,19.0,14.0,33.0,0.5757575757575758,4.157894736842105,1.894736842105263,0.5597233214615486,0.7313572303921568,0.6525874640923779,0.5,0.0,0.0,999.0,0.0,0.0,0.3084934215320792,145
Aslan Karatsev,53.0,54.0,107.0,0.4953271028037383,6.3584905660377355,3.7547169811320753,0.473613471487179,0.6795353639291215,0.6002432903976949,0.2,4.0,0.5714285714285714,999.0,0.0,0.0,0.3072035031860353,146
Nikoloz Basilashvili,85.0,103.0,188.0,0.4521276595744681,5.752941176470588,3.9529411764705884,0.4762905366452079,0.632537163719923,0.5904548922804009,0.2,7.0,0.5,118.0,536.0,0.07874015748031493,0.30709534715596803,147
Yoshihito Nishioka,111.0,111.0,222.0,0.5,2.1981981981981984,1.3783783783783783,0.4891474648053596,0.5938554165694526,0.6597804243313939,0.5,2.0,0.18181818181818182,999.0,0.0,0.0,0.30642287134146784,148
Zhizhen Zhang,28.0,36.0,64.0,0.4375,7.928571428571429,2.0,0.4810653447982064,0.6521428571428571,0.635742000953325,0.4,2.0,0.4,999.0,0.0,0.0,0.30603541009705315,149
Quentin Halys,20.0,43.0,63.0,0.31746031746031744,12.6,3.75,0.3978440350499174,0.8204418130888719,0.61400204331773,0.4,0.0,0.0,92.0,678.0,0.2834645669291339,0.305318741850759,150
Guido Pella,47.0,63.0,110.0,0.42727272727272725,6.595744680851064,2.297872340425532,0.49569455714637195,0.702243383094447,0.6673250806728117,0.4,5.0,0.38461538461538464,999.0,0.0,0.0,0.3044073865225305,151
Ernests Gulbis,24.0,41.0,65.0,0.36923076923076925,11.458333333333334,3.4583333333333335,0.4593419312169312,0.765740298348994,0.6058059450381597,0.5,1.0,0.3333333333333333,999.0,0.0,0.0,0.30356180378598857,152
Jerzy Janowicz,21.0,21.0,42.0,0.5,9.571428571428571,4.190476190476191,0.49533163692827553,0.6682954545454545,0.6369483507075819,0.6,0.0,0.0,999.0,0.0,0.0,0.3031813545736865,153
Viktor Troicki,74.0,74.0,148.0,0.5,10.91891891891892,2.27027027027027,0.46266470347352695,0.6279150849150849,0.6243635161063886,0.2,5.0,0.5555555555555556,999.0,0.0,0.0,0.3028623227527639,154
Horacio Zeballos,14.0,18.0,32.0,0.4375,7.142857142857143,3.5714285714285716,0.5476473922902494,0.7021825396825396,0.5914531348544608,0.4,1.0,0.3333333333333333,999.0,0.0,0.0,0.30186649659863946,155
Donald Young,56.0,59.0,115.0,0.48695652173913045,4.892857142857143,4.5,0.5084186132797244,0.6036252408338979,0.5749500136089021,0.2,5.0,0.5555555555555556,999.0,0.0,0.0,0.30067465647379704,156
Paolo Lorenzi,32.0,50.0,82.0,0.3902439024390244,6.96875,3.5625,0.45497497294372297,0.6928344504957409,0.5910322980553397,0.3,8.0,0.5714285714285714,999.0,0.0,0.0,0.300665732496015,157
Roberto Carballes Baena,29.0,49.0,78.0,0.3717948717948718,3.689655172413793,3.1379310344827585,0.4905717442468803,0.6701052834927074,0.6275436030236721,0.4,6.0,0.46153846153846156,999.0,0.0,0.0,0.3002133385664666,158
Mackenzie Mcdonald,80.0,87.0,167.0,0.47904191616766467,6.075,1.9875,0.5059658725240188,0.6837261087261087,0.6391081589416586,0.4,2.0,0.2222222222222222,125.0,504.0,0.023622047244094446,0.29966502561098424,159
Ryan Harrison,52.0,50.0,102.0,0.5098039215686274,8.346153846153847,2.769230769230769,0.5235003945143264,0.7178451208878841,0.608455508203552,0.3,2.0,0.3333333333333333,999.0,0.0,0.0,0.2995182561622674,160
Andrey Kuznetsov,34.0,33.0,67.0,0.5074626865671642,7.176470588235294,3.235294117647059,0.4586462677076864,0.6790246212121211,0.5602762209263664,0.2,3.0,0.5,999.0,0.0,0.0,0.29874921608778143,161
J J Wolf,35.0,41.0,76.0,0.4605263157894737,8.885714285714286,2.914285714285714,0.4859461632769903,0.6638254218899381,0.5953819139582013,0.2,4.0,0.5714285714285714,999.0,0.0,0.0,0.2983344439200006,162
Ze Zhang,5.0,15.0,20.0,0.25,5.8,4.0,0.5714285714285714,0.6222222222222222,0.6132795149927108,0.5,,0.5,999.0,0.0,0.0,0.29718253968253966,163
Marcel Granollers,24.0,44.0,68.0,0.35294117647058826,7.25,1.9583333333333333,0.46009013234413687,0.7016336837765409,0.6201248927899021,0.5,2.0,0.3333333333333333,999.0,0.0,0.0,0.29632148492368093,164
Mitchell Krueger,8.0,17.0,25.0,0.32,5.125,2.125,0.4591675685425685,0.6185374149659865,0.6233954909920595,0.5,2.0,0.4,999.0,0.0,0.0,0.29388524917542774,165
Joao Sousa,83.0,106.0,189.0,0.43915343915343913,5.253012048192771,2.0120481927710845,0.4499429452263025,0.6259275927183597,0.6056575196810163,0.3,6.0,0.46153846153846156,999.0,0.0,0.0,0.29281265591636213,166
Nicolas Almagro,12.0,22.0,34.0,0.35294117647058826,14.166666666666666,3.9166666666666665,0.3530559718059718,0.6006944444444444,0.5479418416479872,0.4,2.0,0.5,999.0,0.0,0.0,0.2909228149301679,167
Steve Darcis,32.0,33.0,65.0,0.49230769230769234,4.78125,2.15625,0.5033436640973405,0.6424567099567099,0.6071527924030461,0.3,2.0,0.3333333333333333,999.0,0.0,0.0,0.29036694177962563,168
Oscar Otte,15.0,32.0,47.0,0.3191489361702128,9.266666666666667,3.066666666666667,0.4966212001506119,0.70001665001665,0.5859734293896569,0.3,3.0,0.6,999.0,0.0,0.0,0.2896191265509163,169
Christopher Eubanks,25.0,44.0,69.0,0.36231884057971014,13.08,2.88,0.46951515151515155,0.7362287470983123,0.6941124888365857,0.5,2.0,0.25,999.0,0.0,0.0,0.28836690507560075,170
Matthew Ebden,25.0,42.0,67.0,0.373134328358209,7.56,4.2,0.5732424242424242,0.7237028018278018,0.6222420361730578,0.4,1.0,0.3333333333333333,999.0,0.0,0.0,0.2881308433930635,171
Robin Haase,59.0,78.0,137.0,0.4306569343065693,7.88135593220339,2.9152542372881354,0.5047610977584216,0.6449721044922284,0.5683347523408636,0.4,2.0,0.2857142857142857,999.0,0.0,0.0,0.2880080365463177,172
Gilles Muller,68.0,57.0,125.0,0.544,16.13235294117647,3.2794117647058822,0.43536357433416256,0.7936165845648604,0.6184257327350431,0.3,1.0,0.2,999.0,0.0,0.0,0.28744900794495115,173
Fabio Fognini,109.0,107.0,216.0,0.5046296296296297,5.220183486238532,4.6422018348623855,0.4987823855403456,0.6209605900197323,0.5860559319185131,0.2,6.0,0.42857142857142855,999.0,0.0,0.0,0.28643027047112557,174
Sam Querrey,84.0,93.0,177.0,0.4745762711864407,14.69047619047619,3.130952380952381,0.4772602397602398,0.6752465127465128,0.5894330945372195,0.3,4.0,0.3333333333333333,999.0,0.0,0.0,0.2862694054219478,175
Kyle Edmund,83.0,74.0,157.0,0.5286624203821656,7.530120481927711,2.180722891566265,0.4729947651634399,0.6972081930415264,0.5999276713340838,0.1,6.0,0.5,999.0,0.0,0.0,0.28567575300578973,176
Daniel Elahi Galan,21.0,33.0,54.0,0.3888888888888889,5.571428571428571,1.1904761904761905,0.4801638215503762,0.5855170940170941,0.6333844150460175,0.3,2.0,0.5,999.0,0.0,0.0,0.28550626800059575,177
Ivo Karlovic,69.0,70.0,139.0,0.49640287769784175,22.507246376811594,4.333333333333333,0.4225261270715816,0.8051169590643275,0.6524418191594908,0.2,4.0,0.4,999.0,0.0,0.0,0.2854828737312559,178
Andreas Seppi,76.0,83.0,159.0,0.4779874213836478,7.473684210526316,2.8684210526315788,0.5075080073435337,0.6134809226720992,0.5790447298534441,0.2,6.0,0.46153846153846156,999.0,0.0,0.0,0.2847770710774628,179
Radek Stepanek,13.0,14.0,27.0,0.48148148148148145,5.6923076923076925,3.1538461538461537,0.4607270934194011,0.7950396825396826,0.5948641006148336,0.5,0.0,0.0,999.0,0.0,0.0,0.2831587091683246,180
Dusan Lajovic,74.0,111.0,185.0,0.4,4.472972972972973,1.6081081081081081,0.5009910374200656,0.6097175047175046,0.6932013658738305,0.4,4.0,0.3076923076923077,999.0,0.0,0.0,0.2816892732607247,181
Benoit Paire,96.0,123.0,219.0,0.4383561643835616,11.010416666666666,5.479166666666667,0.4586215555125446,0.660181269347936,0.5233420060914978,0.2,7.0,0.5,999.0,0.0,0.0,0.28052918233891444,182
Jiri Vesely,55.0,77.0,132.0,0.4166666666666667,10.745454545454546,3.690909090909091,0.48786684405806663,0.6790692165305168,0.6438375066288287,0.3,5.0,0.38461538461538464,999.0,0.0,0.0,0.2802057773884036,183
Alexandre Muller,13.0,22.0,35.0,0.37142857142857144,4.3076923076923075,1.4615384615384615,0.5877897743282359,0.5056353902507749,0.6823393640510022,0.4,1.0,0.3333333333333333,127.0,494.0,0.007874015748031482,0.27989060581050285,184
Guillermo Garcia Lopez,40.0,59.0,99.0,0.40404040404040403,5.325,3.7,0.4822994734024146,0.6783655802886572,0.5430049185236984,0.3,2.0,0.4,999.0,0.0,0.0,0.27904335369465455,185
Julien Benneteau,22.0,30.0,52.0,0.4230769230769231,9.272727272727273,4.090909090909091,0.4435852026761118,0.6610362772560004,0.6036980591645474,0.4,1.0,0.25,999.0,0.0,0.0,0.2785003047658364,186
Tommy Robredo,15.0,20.0,35.0,0.42857142857142855,6.4,2.6666666666666665,0.5313492063492063,0.5787621109049681,0.6084107221418804,0.2,2.0,0.5,999.0,0.0,0.0,0.27764842300556586,187
Soon Woo Kwon,50.0,53.0,103.0,0.4854368932038835,6.06,2.68,0.4799353424353424,0.6938265635074146,0.6103301681821375,0.3,2.0,0.25,999.0,0.0,0.0,0.2775473185981087,188
Diego Schwartzman,120.0,113.0,233.0,0.5150214592274678,2.908333333333333,2.941666666666667,0.48864145550404636,0.6293427501617156,0.620908157774226,0.0,16.0,0.6153846153846154,999.0,0.0,0.0,0.27696226739784735,189
Nicolas Jarry,37.0,53.0,90.0,0.4111111111111111,10.91891891891892,2.081081081081081,0.45434580434580435,0.6923427826653633,0.649838400390863,0.3,3.0,0.375,999.0,0.0,0.0,0.2763622071283362,190
Facundo Bagnis,7.0,21.0,28.0,0.25,8.571428571428571,2.2857142857142856,0.6101473922902494,0.6504709576138147,0.6327630702630703,0.5,2.0,0.3333333333333333,999.0,0.0,0.0,0.2755309174952032,191
Marius Copil,39.0,44.0,83.0,0.46987951807228917,11.564102564102564,2.4871794871794872,0.5094564979180364,0.6978162578162579,0.6043578256114842,0.3,1.0,0.25,999.0,0.0,0.0,0.275333517304787,192
Peter Gojowczyk,50.0,61.0,111.0,0.45045045045045046,8.32,3.74,0.48245046270256353,0.6837830687830688,0.5490396580722426,0.2,3.0,0.42857142857142855,999.0,0.0,0.0,0.27521000347260854,193
Steve Johnson,108.0,112.0,220.0,0.4909090909090909,10.12962962962963,2.4537037037037037,0.43483992422671663,0.7386249093301231,0.5860142081941336,0.2,5.0,0.35714285714285715,999.0,0.0,0.0,0.27497194297654326,194
Pierre Hugues Herbert,65.0,76.0,141.0,0.46099290780141844,9.415384615384616,2.9384615384615387,0.4806350333694084,0.6811024897889305,0.613348704647385,0.4,1.0,0.14285714285714285,999.0,0.0,0.0,0.27476367453684303,195
Hugo Gaston,17.0,33.0,50.0,0.34,3.9411764705882355,1.8235294117647058,0.48719369346531977,0.5269459706959707,0.5715075826910075,0.4,1.0,0.25,119.0,533.0,0.07086614173228345,0.2744668257277496,196
Luca Van Assche,13.0,23.0,36.0,0.3611111111111111,5.461538461538462,2.8461538461538463,0.43176865869173564,0.6208647561588738,0.5998470468364577,0.3,0.0,0.0,98.0,633.0,0.2362204724409449,0.27377559025259174,197
Aljaz Bedene,48.0,61.0,109.0,0.44036697247706424,11.166666666666666,3.2916666666666665,0.4762225723622782,0.6738352916924345,0.5748571089285018,0.3,3.0,0.3,999.0,0.0,0.0,0.2725946363220017,198
Gregoire Barrere,22.0,38.0,60.0,0.36666666666666664,7.363636363636363,2.5454545454545454,0.4725086649129711,0.7083526122999807,0.6425648226039201,0.3,2.0,0.4,999.0,0.0,0.0,0.2707097305273143,199
Max Purcell,20.0,35.0,55.0,0.36363636363636365,9.5,2.15,0.4971916971916972,0.7421075837742505,0.5871720908537996,0.4,1.0,0.25,999.0,0.0,0.0,0.2703740549573883,200
Ruben Bemelmans,13.0,24.0,37.0,0.35135135135135137,8.23076923076923,2.4615384615384617,0.5073260073260073,0.7230489417989417,0.658662810309903,0.3,2.0,0.4,999.0,0.0,0.0,0.2693565852940853,201
Maxime Cressy,29.0,37.0,66.0,0.4393939393939394,17.551724137931036,8.0,0.5017072965348828,0.6737433862433863,0.6144879009157042,0.2,2.0,0.4,999.0,0.0,0.0,0.26862101898739826,202
Mikhail Youzhny,28.0,45.0,73.0,0.3835616438356164,4.428571428571429,4.178571428571429,0.4706986961451247,0.6769555258000636,0.5765433712637235,0.2,4.0,0.5,999.0,0.0,0.0,0.2682731220561635,203
Jason Kubler,14.0,20.0,34.0,0.4117647058823529,6.785714285714286,2.2857142857142856,0.6122874149659864,0.6747113997113997,0.6309788301722001,0.2,2.0,0.4,999.0,0.0,0.0,0.26729111720445753,204
Mikael Ymer,53.0,53.0,106.0,0.5,3.150943396226415,2.9056603773584904,0.5638656509355732,0.6606081227029607,0.6750981162723405,0.4,0.0,0.0,999.0,0.0,0.0,0.2662236886819267,205
Michael Berrer,9.0,11.0,20.0,0.45,8.444444444444445,4.222222222222222,0.45370370370370366,0.5852826510721247,0.6506326129416481,0.5,0.0,0.0,999.0,0.0,0.0,0.26444931773879143,206
Ramkumar Ramanathan,12.0,31.0,43.0,0.27906976744186046,10.5,3.8333333333333335,0.4494167869167869,0.7350378787878789,0.6251494537634481,0.3,,0.5,999.0,0.0,0.0,0.2639901751456984,207
Fernando Verdasco,80.0,88.0,168.0,0.47619047619047616,7.1875,3.4875,0.47390358818812767,0.642814529458365,0.6681696802472613,0.1,5.0,0.45454545454545453,999.0,0.0,0.0,0.2630653431117619,208
Pablo Cuevas,37.0,60.0,97.0,0.38144329896907214,7.351351351351352,2.7567567567567566,0.4421593067426401,0.7038196824961531,0.6221165832862379,0.3,3.0,0.3333333333333333,999.0,0.0,0.0,0.26265977420420766,209
Yuki Bhambri,15.0,20.0,35.0,0.42857142857142855,3.6,2.533333333333333,0.4966610296022061,0.5834750566893424,0.665387352363045,0.5,0.0,0.0,999.0,0.0,0.0,0.26114966145743457,210
Bradley Klahn,7.0,19.0,26.0,0.2692307692307692,9.428571428571429,4.0,0.5285190999476714,0.5666666666666667,0.6297839117404335,0.5,1.0,0.25,999.0,0.0,0.0,0.2595669806384093,211
Pablo Andujar,19.0,46.0,65.0,0.2923076923076923,2.6842105263157894,3.1052631578947367,0.5316178704336598,0.7307007988380537,0.6603172364521268,0.2,5.0,0.5555555555555556,999.0,0.0,0.0,0.2595261898738421,212
Sumit Nagal,7.0,21.0,28.0,0.25,5.285714285714286,2.142857142857143,0.4789915966386555,0.6887755102040816,0.6614763569027821,0.5,1.0,0.25,999.0,0.0,0.0,0.2583883553421369,213
Sam Groth,15.0,31.0,46.0,0.32608695652173914,17.866666666666667,4.2,0.4611688311688312,0.7450680272108843,0.6134039024953674,0.2,1.0,0.5,999.0,0.0,0.0,0.2568335820494206,214
Yosuke Watanuki,11.0,16.0,27.0,0.4074074074074074,7.090909090909091,3.1818181818181817,0.4365847877612584,0.6607142857142857,0.559351011752451,0.5,0.0,0.0,999.0,0.0,0.0,0.25671680552562903,215
Janko Tipsarevic,10.0,17.0,27.0,0.37037037037037035,7.3,4.3,0.4219330669330669,0.6501587301587302,0.5460173694648371,0.3,2.0,0.3333333333333333,999.0,0.0,0.0,0.2561971824471824,216
Tennys Sandgren,30.0,47.0,77.0,0.38961038961038963,10.833333333333334,2.0,0.4955877455877456,0.7513766233766234,0.6260499197318412,0.2,3.0,0.375,999.0,0.0,0.0,0.25600081585081585,217
Dudi Sela,25.0,36.0,61.0,0.4098360655737705,3.64,1.76,0.5183510019392372,0.5878019323671497,0.6226634540580972,0.3,1.0,0.25,999.0,0.0,0.0,0.25526666310876195,218
Denis Kudla,36.0,72.0,108.0,0.3333333333333333,7.75,3.5555555555555554,0.5240274771524772,0.610218754168334,0.6146040078739703,0.3,4.0,0.36363636363636365,999.0,0.0,0.0,0.2545910994448284,219
Noah Rubin,7.0,13.0,20.0,0.35,7.0,2.4285714285714284,0.4920222634508349,0.7774071166928309,0.6102252704840615,0.5,0.0,0.0,999.0,0.0,0.0,0.2509714690071833,220
Henri Laaksonen,26.0,38.0,64.0,0.40625,9.115384615384615,3.8846153846153846,0.4455403524383457,0.6401575276575276,0.5849151169095633,0.1,3.0,0.5,999.0,0.0,0.0,0.25084739400479367,221
Radu Albot,62.0,88.0,150.0,0.41333333333333333,3.806451612903226,2.6451612903225805,0.5200168946022369,0.63856046824969,0.6442722046518814,0.3,2.0,0.18181818181818182,999.0,0.0,0.0,0.24853492874865699,222
Simone Bolelli,18.0,27.0,45.0,0.4,6.444444444444445,1.3888888888888888,0.6016106442577032,0.7645089285714286,0.6711124947191605,0.4,0.0,0.0,999.0,0.0,0.0,0.2483059786414566,223
Malek Jaziri,51.0,73.0,124.0,0.4112903225806452,5.568627450980392,2.843137254901961,0.4757453875100934,0.6219156431803491,0.5459220490887622,0.3,1.0,0.2,999.0,0.0,0.0,0.24770563217968344,224
Teymuraz Gabashvili,18.0,28.0,46.0,0.391304347826087,6.611111111111111,5.0,0.4537642912642913,0.7208269671504965,0.5634878735902462,0.2,1.0,0.3333333333333333,999.0,0.0,0.0,0.24655564987726114,225
Yasutaka Uchiyama,12.0,22.0,34.0,0.35294117647058826,8.0,1.8333333333333333,0.4802128427128427,0.667989417989418,0.6262265751012743,0.5,0.0,0.0,999.0,0.0,0.0,0.2456454071527601,226
Pedro Martinez,23.0,38.0,61.0,0.3770491803278688,3.9130434782608696,3.260869565217391,0.5300112362772209,0.6614561766735679,0.6572919989666527,0.2,2.0,0.3333333333333333,999.0,0.0,0.0,0.24383566572950663,227
Lukas Rosol,28.0,42.0,70.0,0.4,9.321428571428571,3.5714285714285716,0.39589259946402805,0.6569394890823462,0.5922392054635083,0.2,1.0,0.3333333333333333,999.0,0.0,0.0,0.24264160442731875,228
Bjorn Fratangelo,14.0,26.0,40.0,0.35,6.642857142857143,2.2142857142857144,0.5212585034013605,0.7619047619047619,0.5836508999492908,0.3,1.0,0.2,999.0,0.0,0.0,0.24165816326530612,229
Salvatore Caruso,11.0,21.0,32.0,0.34375,5.909090909090909,3.727272727272727,0.4864369216641944,0.6964187327823691,0.5510516969438991,0.1,2.0,0.5,999.0,0.0,0.0,0.24008028272232818,230
Thomaz Bellucci,21.0,31.0,52.0,0.40384615384615385,6.9523809523809526,3.761904761904762,0.4799203442060585,0.6966414141414141,0.582804876063892,0.1,2.0,0.4,999.0,0.0,0.0,0.23978962637891207,231
Elias Ymer,27.0,39.0,66.0,0.4090909090909091,5.592592592592593,2.740740740740741,0.5697359920399135,0.5513253968253968,0.6069132723630944,0.4,0.0,0.0,999.0,0.0,0.0,0.23832579671599283,232
Go Soeda,9.0,18.0,27.0,0.3333333333333333,4.555555555555555,1.8888888888888888,0.48283814950481624,0.6086309523809524,0.6046183906526613,0.5,0.0,0.0,999.0,0.0,0.0,0.23790678842762178,233
Cem Ilkel,9.0,17.0,26.0,0.34615384615384615,7.666666666666667,2.4444444444444446,0.4570776780921708,0.5666666666666667,0.6136998163690103,0.5,0.0,0.0,999.0,0.0,0.0,0.2377256787764034,234
Mirza Basic,19.0,22.0,41.0,0.4634146341463415,7.2105263157894735,1.631578947368421,0.480889724310777,0.7515432098765432,0.5940454827528683,0.3,0.0,0.0,999.0,0.0,0.0,0.23747530524595137,235
Juan Pablo Varillas,5.0,16.0,21.0,0.23809523809523808,7.8,2.0,0.5866666666666667,0.6516608391608392,0.6147065407794059,0.2,1.0,0.5,999.0,0.0,0.0,0.2364401848151848,236
Filip Krajinovic,79.0,79.0,158.0,0.5,5.936708860759493,1.4050632911392404,0.5041337178995408,0.7054280764897203,0.6451550815699851,0.0,3.0,0.3333333333333333,999.0,0.0,0.0,0.23547808971946305,237
Ivan Dodig,8.0,19.0,27.0,0.2962962962962963,9.5,2.0,0.5330627705627705,0.6875,0.6185601452684939,0.5,0.0,0.0,999.0,0.0,0.0,0.23510221260221262,238
Prajnesh Gunneswaran,9.0,20.0,29.0,0.3103448275862069,7.0,1.7777777777777777,0.48287037037037034,0.6129464285714286,0.6474158495600514,0.5,0.0,0.0,999.0,0.0,0.0,0.2323770468436417,239
Thiago Seyboth Wild,9.0,17.0,26.0,0.34615384615384615,7.333333333333333,2.3333333333333335,0.5505291005291005,0.755952380952381,0.6358210262507477,0.4,0.0,0.0,999.0,0.0,0.0,0.23186253561253564,240
Marc Andrea Huesler,22.0,27.0,49.0,0.4489795918367347,9.318181818181818,1.6363636363636365,0.5564935064935065,0.6354119425547997,0.6248573627674433,0.3,0.0,0.0,999.0,0.0,0.0,0.23184017041159902,241
Albert Ramos,58.0,103.0,161.0,0.36024844720496896,4.879310344827586,2.3275862068965516,0.4888264979122511,0.6817599784585431,0.6200630148860495,0.2,4.0,0.2857142857142857,999.0,0.0,0.0,0.2314485784769248,242
Chun Hsin Tseng,7.0,20.0,27.0,0.25925925925925924,2.7142857142857144,2.142857142857143,0.6435374149659864,0.6651515151515152,0.5925938655406108,0.5,0.0,0.0,999.0,0.0,0.0,0.2302492613206899,243
Stefano Travaglia,17.0,31.0,48.0,0.3541666666666667,9.352941176470589,2.8823529411764706,0.47326186885010413,0.6196428571428572,0.5474431205895313,0.3,1.0,0.16666666666666666,999.0,0.0,0.0,0.22818690296631478,244
Juan Monaco,12.0,14.0,26.0,0.46153846153846156,2.9166666666666665,1.25,0.44618968993968994,0.574025974025974,0.7118888620788648,0.3,0.0,0.0,999.0,0.0,0.0,0.2263953985828986,245
Martin Klizan,40.0,50.0,90.0,0.4444444444444444,6.1,3.275,0.5019349747474747,0.6421971421971422,0.608729362603331,0.1,1.0,0.25,999.0,0.0,0.0,0.225817716958342,246
Yuichi Sugita,30.0,47.0,77.0,0.38961038961038963,4.366666666666666,2.7333333333333334,0.5001100288600289,0.6476484420928865,0.6002930211989274,0.2,1.0,0.2,999.0,0.0,0.0,0.2247905209502432,247
